attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,classification
43,34,1041501,93713,50163,13870,50163,18402,7847,76436,0
67,44,75374,13347,3749,17764,3749,15863,5931,115663,0
93,50,36231,14843,5948,10094,5948,13825,5453,99044,0
96,61,12759,28734,1116,26729,1116,8011,6173,100999,0
100,63,3527,42021,2259,36741,2259,15361,4687,111000,0
91,66,48238,26664,28455,20410,28455,12111,7379,109493,0
80,69,130769,15770,12134,4082,12134,4057,1334,29326,0
93,66,13192,15429,9187,8480,9187,23197,5685,106685,0
83,74,44183,64734,19106,68123,19106,13604,24019,128354,0
91,66,29814,25727,13720,10804,13720,16490,7435,61473,0
84,50,805118,373810,16268,16522,16268,30881,8029,28497,0
80,56,2129,5900,14861,2905,14861,8237,4951,65528,0
83,53,63084,19344,15409,3643,15409,4218,1518,20528,0
64,54,982126,131590,50558,20876,50558,12420,8085,93204,0
53,61,73609,42719,9653,13026,9653,6201,1593,25006,0
41,56,1029278,219090,12383,123703,12383,12039,5318,55173,0
41,50,408848,367182,26793,66022,26793,29356,7095,59468,0
47,56,353312,53702,21274,26434,21274,15562,7334,50859,0
40,44,400973,331544,32671,21447,32671,20836,15998,52405,0
53,40,104350,79785,16567,16048,16567,12462,17725,53090,0
43,47,423560,354840,54839,118530,54839,13841,12216,67519,0
47,40,536414,102449,29956,33195,29956,38097,17929,80666,0
67,51,28334,13141,15724,13164,15724,22225,7589,88103,0
60,57,72152,92341,44785,24723,44785,7297,9504,77465,0
67,47,261864,270863,10713,27005,10713,15670,8161,100111,0
60,53,639625,36347,8203,21150,8203,7224,2558,19293,0
38,51,1036940,432208,77266,107887,77266,37600,13448,97132,0
56,54,103521,2211,4948,5550,4948,3443,966,31971,0
69,69,145178,18107,7701,12362,7701,7371,2588,34194,0
63,61,761856,221939,34192,45709,34192,16888,10328,61818,0
67,69,393212,13359,104667,39159,104667,39303,15006,108945,0
60,63,214023,101021,20145,23821,20145,11679,8723,52439,0
84,66,9937,14077,4218,18208,4218,29966,5207,95617,0
77,83,271043,46739,36670,25628,36670,6382,6098,50612,0
54,47,263560,101221,924,7011,924,2930,2128,17143,0
51,64,23237,36306,66783,10767,66783,7619,3730,105265,0
40,69,41298,18144,18998,16970,18998,12319,18030,77429,0
54,66,40263,16279,8572,19506,8572,11602,4929,66828,0
66,80,394136,93089,10584,22625,10584,10963,11975,85052,0
77,74,215265,34391,29238,12068,29238,15998,13591,68663,0
75,63,100408,17083,4263,2632,4263,4408,2011,16502,0
69,54,142721,60485,8712,33521,8712,14423,2876,15416,0
56,51,146130,73841,12795,2333,12795,1839,1917,25434,0
61,51,20665,29556,8437,56779,8437,29634,8735,100446,0
69,64,13187,5166,19542,20031,19542,20979,4626,125240,0
75,56,66490,59352,3699,11011,3699,19710,20418,107062,0
91,61,58993,69459,9414,13376,9414,10627,4312,127279,0
81,34,27629,13911,12578,11916,12578,17393,8150,99398,0
63,47,491318,104947,44546,26942,44546,6256,13040,114361,0
53,50,669946,391933,103174,88615,103174,23180,11848,85310,0
37,69,7181,31085,22824,5360,22824,4498,12048,128165,0
47,60,233679,63872,10184,6142,10184,7562,2636,31583,0
47,63,776970,216390,19042,107575,19042,14723,16508,32630,0
35,50,657898,453337,59132,54244,59132,23703,8766,65648,0
38,37,569650,97956,19579,14326,19579,16280,12998,59949,0
48,38,63544,21607,7216,5970,7216,10177,6639,101769,0
61,48,1966303,34389,49210,45327,49210,22818,12161,42748,0
70,57,54234,27353,9444,16105,9444,5634,5823,78851,0
64,54,1285746,453557,21931,54465,21931,32709,26495,69025,0
64,67,38561,26096,20571,25404,20571,16627,13025,66502,0
63,60,107240,19589,11253,8342,11253,6180,2614,12902,0
67,57,21704,21600,4777,21346,4777,8717,8592,32451,0
93,63,7057,17051,7813,4055,7813,24249,11955,76953,0
83,53,102303,63527,24254,4320,24254,7322,3377,17706,0
80,48,623181,75017,12268,27042,12268,12861,9112,125152,0
83,48,75277,2996,1161,1856,1161,1710,745,10434,0
67,56,420689,68505,36351,15316,36351,18214,10926,77571,0
66,57,766614,219633,50882,80177,50882,25295,10526,93554,0
66,66,527215,113473,75898,91526,75898,28969,16122,73518,0
61,63,239317,83408,15918,22642,15918,22869,9538,96174,0
67,54,96007,72818,8365,12672,8365,27619,6349,60156,0
74,64,95335,36520,42399,19551,42399,13143,7667,84679,0
64,51,705204,264410,51566,21753,51566,14909,22585,72666,0
54,57,150371,87703,53357,31526,53357,11252,10102,92286,0
41,69,1695560,141390,54718,53964,54718,22115,13537,66307,0
37,54,224017,137277,38796,9443,38796,13109,32076,120961,0
47,67,171238,108588,48871,101225,48871,36248,12650,99941,0
60,57,384160,78866,8682,15317,8682,23070,7155,41261,0
56,40,1156691,1123256,43884,84197,43884,79060,55197,77833,0
70,35,985194,273929,34535,37910,34535,112994,30440,47451,0
75,26,467600,54266,18934,16912,18934,15556,8196,97674,0
67,48,85934,7435,15508,5677,15508,3340,1065,29168,0
77,57,452567,36369,12681,9186,12681,8908,6117,90833,0
75,63,43939,12196,9362,1117,9362,6643,6350,129720,0
63,48,126992,116492,5398,5600,5398,6792,1310,32153,0
69,21,8803,62851,4567,7022,4567,17164,8437,95913,0
66,23,99356,78834,3344,32948,3344,14016,10463,123601,0
63,41,129317,22259,44099,40059,44099,16884,8795,116893,0
70,63,9760,23233,12226,14952,12226,6208,12543,76019,0
64,77,97247,159529,46456,90362,46456,38757,14032,128114,0
75,67,135380,20069,1687,3359,1687,8119,3956,21188,0
66,48,886464,74847,11207,10643,11207,6340,3020,19449,0
56,34,540973,57131,6696,5595,6696,3306,2994,21700,0
64,35,83685,23103,17492,12334,17492,14455,3303,128060,0
53,48,339289,100668,46635,16574,46635,16429,10957,81211,0
51,54,96569,60040,25513,11878,25513,5433,4982,22376,0
60,69,1052062,198694,131589,78220,131589,39082,19731,91765,0
67,70,20301,6063,17974,6330,17974,21630,6872,123901,0
78,54,95735,17284,3274,882,3274,6860,3225,25159,0
93,57,177773,39579,35972,6313,35972,19510,7002,130533,0
97,51,201170,89491,14168,22844,14168,23068,4424,101054,0
70,35,343996,443662,39431,21107,39431,24389,43635,96048,0
63,43,191929,30037,9420,1636,9420,5689,12182,17782,0
60,30,57678,21420,3023,2685,3023,4794,4201,37392,0
50,23,145966,103534,9732,8864,9732,7093,16040,139197,0
69,24,4823,18156,2014,5019,2014,9862,5669,99248,0
67,29,51807,52385,28507,12373,28507,10741,9552,121374,0
54,48,28787,37521,33485,36593,33485,4859,4607,117430,0
61,51,223184,114813,10352,20698,10352,14619,14419,94508,0
50,63,459124,113289,36557,50616,36557,26252,9272,61777,0
51,51,193021,108826,13912,7690,13912,17740,13311,112013,0
67,40,10773,39071,9359,12892,9359,14878,6505,95130,0
66,43,241288,44764,14784,2859,14784,5488,4152,30627,0
56,43,132427,18756,9515,2422,9515,1516,1488,4138,0
63,50,532143,63724,26606,17202,26606,26652,13903,101577,0
37,48,405987,185228,17546,34896,17546,4020,4210,19330,0
40,53,520343,67550,30246,21005,30246,13552,18117,72516,0
57,53,21973,28630,12096,22668,12096,19880,23236,74253,0
53,57,67393,138749,63169,43224,63169,38780,7491,73058,0
84,70,51505,8484,21064,13946,21064,17320,8984,106313,0
81,66,187987,136059,36278,25407,36278,18136,9321,63223,0
74,70,66414,36526,51889,4262,51889,11664,13823,87344,0
75,63,154560,19557,3912,1742,3912,5079,4166,13626,0
69,50,108348,58733,9649,14802,9649,18436,15026,81506,0
70,50,268463,119480,36122,22678,36122,19359,12981,94795,0
63,17,517180,100803,2621,1493,2621,5360,2444,2580,0
48,27,679809,125883,40514,37910,40514,7300,17474,18260,0
30,34,77673,47147,5665,10527,5665,2625,1499,6622,0
20,27,335913,130592,20347,10142,20347,5444,3782,30944,0
37,51,5986,20336,13438,8305,13438,13275,3910,80713,0
51,38,263410,96850,5107,8392,5107,18673,5648,64021,0
56,34,1047819,255220,23858,42657,23858,22051,13921,95765,0
64,30,201833,94248,11657,5013,11657,9894,4774,111272,0
69,29,52344,39383,16332,14095,16332,35658,21154,81863,0
70,54,362340,30423,58280,28432,58280,25833,8248,83590,0
75,74,180640,65819,67859,47375,67859,15603,11448,57217,0
77,80,673598,212767,42292,56956,42292,31790,24917,72111,0
57,67,491927,212257,11154,14340,11154,16724,8181,86404,0
69,47,63030,49325,20844,13202,20844,13426,8488,65856,0
57,48,707172,209926,40338,57633,40338,9854,24601,86204,0
67,61,86278,44275,19919,10568,19919,17424,12442,130931,0
63,63,256247,11080,5147,6944,5147,5452,3429,13819,0
53,44,554207,37131,598,2486,598,2180,4005,30240,0
75,47,501305,73289,30047,16934,30047,30761,31614,49234,0
69,48,75373,82812,44966,8304,44966,19436,11391,72586,0
57,54,207036,51971,60873,7618,60873,8118,4650,105150,0
60,54,617625,396628,16499,25046,16499,29541,21207,66142,0
35,53,417507,144204,34153,42653,34153,25625,23151,11164,0
41,40,244671,65493,37009,19787,37009,32211,42065,18971,0
40,35,390794,419205,20158,33512,20158,34975,24574,18752,0
47,48,290565,11126,10157,1851,10157,2597,1301,1579,0
41,50,2054588,240086,71457,66085,71457,24981,35332,28672,0
30,54,221336,17295,2247,16548,2247,2642,3176,1549,0
27,64,461010,128459,22118,20218,22118,8711,11910,17188,0
24,51,63499,60467,8060,6085,8060,4652,10289,12083,0
34,51,878830,50154,14987,28374,14987,18341,20981,19225,0
37,50,1353747,168588,84472,63189,84472,36481,15954,32726,0
41,64,479599,115645,134798,73078,134798,29927,14735,7526,0
50,69,841772,35611,4779,9143,4779,9222,4081,6019,0
44,56,1317709,277732,33499,13846,33499,35337,11729,6559,0
56,48,440506,98823,70906,74565,70906,68856,18672,14946,0
64,57,161613,3073,8462,7540,8462,9437,4746,2821,0
75,70,463551,43700,36526,12618,36526,36339,15101,3635,0
81,70,84797,51060,18312,33967,18312,31483,16392,7095,0
74,69,162310,116452,66796,30538,66796,24542,22730,16857,0
75,57,26196,49582,18276,8295,18276,56363,20536,8539,0
80,60,37799,12396,12515,32916,12515,40013,12371,23908,0
74,47,153249,58571,6239,5075,6239,11429,5599,4357,0
70,43,172456,13110,5254,2093,5254,1452,1432,512,0
67,50,15036,13455,10788,7339,10788,18414,12276,14872,0
54,43,2477374,52117,16251,7811,16251,7983,7136,7553,0
57,40,20007,33412,1242,3566,1242,10956,3696,2710,0
67,30,48414,64212,15559,10090,15559,21861,15795,9930,0
57,29,139210,138208,42879,25696,42879,30410,16135,12504,0
51,23,919850,292907,3871,57244,3871,17929,40751,8432,0
44,34,247768,62236,12744,11284,12744,10025,1878,1769,0
35,27,1946778,413627,43096,25165,43096,31706,36915,84850,0
27,23,1352830,933371,189409,64181,189409,76010,54149,24471,0
29,27,1166044,386263,51527,86167,51527,38732,28648,27166,0
24,20,98263,42335,3706,1450,3706,2487,1847,1417,0
26,30,1231580,72207,21882,10883,21882,9179,17910,11605,0
30,44,103711,17966,11249,6044,11249,3892,2718,2343,0
40,48,282158,19880,230,4028,230,2438,1638,749,0
41,50,255610,62546,32690,7045,32690,11216,7310,7197,0
40,48,139265,5248,1909,1844,1909,887,359,172,0
40,43,652892,36729,5206,3128,5206,5292,5059,7697,0
41,44,2189774,251189,27131,32135,27131,38246,45684,26086,0
43,48,774265,86342,22254,65750,22254,23029,5998,4469,0
37,34,289102,141781,11202,9714,11202,6031,6124,2790,0
34,47,191204,31243,10328,16255,10328,4832,906,886,0
34,56,1431204,37660,20531,6288,20531,7564,5225,1759,0
30,44,86992,86660,21186,4296,21186,14260,5664,3394,0
41,50,281785,137345,25826,8164,25826,19889,9144,12023,0
41,60,333651,73653,171349,17440,171349,26392,50931,15317,0
43,53,760490,62780,17408,7419,17408,12978,6765,5692,0
41,53,68612,40203,22092,14588,22092,9643,2882,2759,0
35,41,1783768,225404,70651,81078,70651,13544,24172,5822,0
30,56,675878,36648,34246,25468,34246,8684,5849,3598,0
27,84,919099,216492,148475,125142,148475,23000,16651,7412,0
20,81,213143,17401,5637,2770,5637,1110,644,328,0
27,70,363485,278361,27263,38334,27263,33786,22220,29631,0
30,47,1062050,335271,10202,30470,10202,49704,30325,56978,0
37,35,149741,183837,51554,44394,51554,27471,25828,20179,0
38,35,132911,141577,77585,9334,77585,12042,5502,6489,0
37,38,157330,37440,9344,10211,9344,4741,2291,1389,0
50,50,690212,32547,24397,14378,24397,41132,12853,11194,0
41,51,1130914,185206,23500,42365,23500,9231,20834,8391,0
44,51,998949,155490,25303,69783,25303,19905,18692,13014,0
47,57,357573,28483,8435,13942,8435,6522,1480,904,0
26,63,1041974,298492,122698,33322,122698,23175,9103,12921,0
35,53,116245,264778,7554,36051,7554,29509,1856,3803,0
37,29,325752,24329,1275,614,1275,2420,2952,1095,0
29,17,138321,25218,2849,2466,2849,1735,666,551,0
41,16,53051,72298,26184,25408,26184,28619,9711,6446,0
41,30,19834,61068,34317,11199,34317,10477,5821,8054,0
44,63,92146,34125,20195,58029,20195,14455,7389,9664,0
43,70,347100,30635,10794,3323,10794,1922,465,599,0
35,78,2978526,139895,94901,25233,94901,18902,26615,9356,0
37,78,254006,18823,10212,9101,10212,4747,3119,1670,0
37,69,523538,70161,32320,15490,32320,14673,11560,9098,0
43,64,988969,96379,24270,13646,24270,15311,12911,15791,0
56,57,34447,18486,15387,18539,15387,18566,4705,9532,0
51,56,332931,40375,16231,4447,16231,4278,5678,3036,0
47,56,463652,132288,39125,36172,39125,12902,10621,8779,0
38,53,370448,420927,37992,44298,37992,22372,12329,15234,0
23,50,473407,62447,20902,6076,20902,5132,1568,3028,0
27,50,130447,71157,6644,39293,6644,15840,11601,12146,0
38,50,25200,24985,27346,12037,27346,13825,7563,4101,0
44,54,205480,37541,12887,2675,12887,4312,2349,1642,0
54,48,455385,184692,16474,24717,16474,45596,27672,12070,0
48,37,761455,121583,20181,431,20181,7995,5738,5706,0
41,20,61848,9927,1130,351,1130,1237,452,520,0
48,16,108122,106628,4543,36116,4543,25437,8146,11986,0
38,44,1182181,50808,44894,127479,44894,14077,32981,17226,0
50,50,341326,30663,2600,11713,2600,9216,2480,4246,0
51,69,439291,285643,57007,225892,57007,72109,28037,20438,0
50,56,275306,101604,2917,6676,2917,17501,15253,2985,0
61,48,326595,30223,9539,56758,9539,21645,28542,5980,0
51,54,2239350,586482,34334,330377,34334,53530,55783,29740,0
53,53,892609,77699,36204,11433,36204,21546,4164,3805,0
57,70,8298,23870,6342,11156,6342,9368,4751,2425,0
48,44,1310405,496613,29241,27665,29241,44118,36922,16975,0
48,23,1715196,224422,63583,31827,63583,26046,20894,17342,0
44,24,255826,66352,17166,20049,17166,15574,12952,5688,0
47,27,507133,276875,14585,33934,14585,28504,25722,18168,0
53,40,359803,62172,8538,16289,8538,22668,7255,9210,0
50,38,824929,104274,29338,6073,29338,7990,6542,2858,0
47,35,284922,54045,20490,9630,20490,8403,11186,4473,0
48,50,115126,33497,4630,13950,4630,5471,3810,3478,0
30,50,76688,135031,15507,28374,15507,6829,14573,6041,0
38,60,941649,34161,11784,24564,11784,8083,11486,5205,0
34,53,614572,101502,12892,9787,12892,7533,9228,7212,0
24,56,926415,548506,208977,124616,208977,37606,25187,42327,0
27,60,321162,204412,76069,17956,76069,19378,17350,10531,0
29,53,1034998,43419,7251,15423,7251,9448,10951,4900,0
41,56,994654,27803,1898,11188,1898,7921,5210,5570,0
54,47,1168368,59616,10433,6425,10433,16251,15486,9582,0
64,50,1983400,197578,194232,23495,194232,78649,33141,29782,0
57,53,59458,12640,3502,6615,3502,1521,652,316,0
51,53,451614,217468,54555,28142,54555,28895,12905,5988,0
35,47,483482,257978,17426,14835,17426,8392,4278,1686,0
38,34,81915,65381,2871,19241,2871,24569,12044,3135,0
37,27,555298,81709,14219,56107,14219,8275,9674,10801,0
38,43,51349,31664,53380,7380,53380,11009,5323,1865,0
44,56,1283419,218333,54616,44173,54616,19746,5625,10322,0
29,77,622064,14664,14730,6626,14730,1685,1741,339,0
37,74,128825,110984,35739,2796,35739,16667,8222,4754,0
40,61,865626,65847,18434,12240,18434,15986,10131,8546,0
41,70,81994,13409,15478,2639,15478,2402,2398,1399,0
34,61,1243904,714345,124262,29976,124262,35984,7402,4437,0
21,51,575817,328476,23912,24333,23912,17884,3378,7893,0
27,47,584576,42358,21591,39538,21591,15903,12567,5803,0
30,29,788766,71633,2508,7028,2508,6364,6216,5626,0
37,40,691198,22728,11018,4566,11018,2724,1915,1519,0
40,56,1093728,73966,39169,15658,39169,9360,4458,2389,0
34,38,759789,211137,12790,19750,12790,18522,4695,3510,0
30,54,106451,20864,8550,6298,8550,2454,4169,2291,0
37,48,168529,78510,12142,14870,12142,11211,9411,7892,0
40,35,43033,26901,4432,2171,4432,3611,2565,1055,0
44,27,482866,53684,1806,3428,1806,9834,6479,7359,0
53,24,609562,51086,34904,9504,34904,13459,5196,9313,0
56,17,231486,77539,9478,7154,9478,15512,7300,5968,0
57,20,950400,151802,24091,14045,24091,20688,28733,19625,0
54,38,82778,48489,16081,7244,16081,8971,3217,1034,0
48,29,798651,272235,21731,38462,21731,23130,7413,5505,0
38,40,852633,43223,9592,7312,9592,3644,2319,1484,0
38,53,16826,5034,7158,3260,7158,1902,991,1102,0
35,53,68809,95073,28095,13513,28095,10259,4981,2169,0
53,61,284635,19251,13414,7302,13414,21439,4201,4230,0
60,54,1195530,145151,23510,8930,23510,21191,3748,2753,0
60,56,220271,57972,10033,70305,10033,15577,13055,5246,0
60,61,37028,142454,67498,19412,67498,17068,23198,8525,0
40,48,748423,59433,1331,7870,1331,4087,3165,2889,0
34,61,49222,26686,22001,3800,22001,3007,921,814,0
11,61,403116,69228,57117,10000,57117,1891,834,657,0
16,60,90179,98069,40776,14956,40776,19509,6127,6305,0
23,91,252145,9339,52594,65401,52594,16687,8104,1259,0
26,78,383087,28943,4855,2695,4855,2592,929,897,0
51,75,10048,7170,5643,17607,5643,5791,3897,1568,0
47,80,34777,32302,27489,16941,27489,6006,3139,5941,0
38,61,214867,25559,9257,6854,9257,2221,447,850,0
41,60,227312,82452,17769,5092,17769,10745,7510,2246,0
29,60,1002892,17729,10642,8035,10642,2039,1817,788,0
30,54,900683,67385,47239,992,47239,9680,5781,3072,0
23,61,488212,160398,35142,33507,35142,11459,6469,12086,0
14,63,221344,231983,118531,128974,118531,10984,8986,2765,0
8,56,69741,72101,8979,10034,8979,3864,1564,1239,0
17,63,220395,43748,36801,16042,36801,12332,10285,956,0
35,60,952337,169027,42265,30504,42265,79584,2891,3922,0
43,43,832508,292637,52372,15770,52372,16674,14638,7220,0
53,44,197332,134775,41033,11957,41033,28238,3680,1681,0
47,38,326192,159042,55174,15375,55174,13316,4142,1455,0
26,57,82613,41674,52112,50000,52112,6185,3256,1750,0
43,67,10985,21568,10769,14559,10769,12546,3950,2550,0
44,66,46897,57653,2398,17879,2398,13733,2427,1201,0
44,69,70601,39719,16156,12163,16156,3827,518,1017,0
53,50,106813,33192,4080,7680,4080,4603,1227,561,0
35,53,294910,56010,50079,22124,50079,5973,5495,2406,0
30,60,477572,117159,26071,51081,26071,21437,9388,4614,0
38,53,64838,72966,14690,19207,14690,12062,11179,4525,0
41,61,642093,17456,13952,5431,13952,6105,1470,910,0
56,60,177708,43680,36486,11174,36486,17067,5234,1526,0
61,67,17779,20108,24283,18045,24283,14948,3727,2490,0
64,84,24296,34489,92149,18392,92149,21376,2911,2122,0
64,77,118087,9392,1848,2144,1848,2027,1265,632,0
57,70,824290,174391,54006,29162,54006,26705,38973,17905,0
53,54,125644,81185,19663,3932,19663,12616,10207,4664,0
44,44,914549,378842,56533,224048,56533,43547,107919,206602,0
41,48,1918229,113241,45618,31229,45618,17972,25589,26310,0
44,60,319388,9101,31573,11162,31573,8074,10417,5486,0
44,63,189677,67437,15989,11525,15989,12036,4709,4737,0
51,53,1571338,158578,5305,42613,5305,28491,6151,6104,0
38,47,1413738,228168,8730,38255,8730,5654,5168,5279,0
30,41,934899,38253,12615,18329,12615,6213,2468,4778,0
30,40,321116,77089,5481,21435,5481,13999,6697,4424,0
53,40,304894,37403,3436,7607,3436,8613,1817,1526,0
43,11,307023,388365,8055,4210,8055,12376,13048,15486,0
35,24,210140,500092,231676,59191,231676,37696,15220,8107,0
23,20,320116,303670,24368,15348,24368,13402,19115,6266,0
27,37,10547,6448,14778,23010,14778,13499,9876,7663,0
48,60,9245,24395,7759,8717,7759,9968,18547,4183,0
61,66,349644,53175,90936,26857,90936,40952,19788,7644,0
57,64,2556329,672091,40298,20934,40298,19996,21852,13216,0
27,47,2489126,181668,61708,19828,61708,7034,6861,3170,0
29,44,1308037,54002,36005,67837,36005,37744,49571,9646,0
40,67,112319,20949,22297,8935,22297,4533,7223,4357,0
43,83,499410,126560,105884,63191,105884,56864,12582,24106,0
